2和暦,3西暦コード,4タイトル,5版種類,6数量,7書誌事項,8形態分類,9内容分類,10地名,12目録番号,16所蔵機関（名称）,年号,閏,月,日
文久2?年,18620199099,〔江戸芝神明前日かけ丁通り柴井町新道松本屋仁右衛門袋物類引札〕,木版,１枚,24.4×29.2　「日下開山諸派御竹刀所」とあり、大小ひきはた、大小柄袋、羽根はたき、毛はたき、ものさし云々,Ｗ,7,江戸,16-A00-6010-6-94,東京大学総合図書館-A00-6010-6-94,文久２？,,,
文久2?年,18620199099,〔御警固被仰付講武所より御撰達人名前書〕,木版,１枚,24.0×29.5　釼術炮術兼（２３人）、槍術并弓術兼（２７人）、将軍上洛時のものか？,Ｅ,6,京都,16-A00-6010-6-95,東京大学総合図書館-A00-6010-6-95,文久２？,,,
文久2?年,18620199099,〔しん宿仲町みのわ屋徳左衛門夏物惟子浴衣類大安売引札〕,木版,１枚,22.2×29.8　「４月１０日より」とあり,Ｗ,7,江戸,16-A00-6010-6-96,東京大学総合図書館-A00-6010-6-96,文久２？,,,
文久1年3月,18610003099,〔日本橋室町３丁目西側加賀屋長吉唐紙一覧〕,木版,１枚,24.5×31.0　銘柄一覧あり,Ｗ,7,江戸,16-A00-6010-6-97,東京大学総合図書館-A00-6010-6-97,文久１,,3,
文久2?年,18620199099,〔江戸神田三河町１丁目茶師金井軒三文字屋金兵衛製銘茶一覧〕,木版,１枚,24.4×32.0,Ｗ,7,江戸,16-A00-6010-6-98,東京大学総合図書館-A00-6010-6-98,文久２？,,,
文久2?年,18620199099,梅けん散引札,木版,１枚,16.0×24.5　「御口中一切薬」、「みかく人様」とあり、梅見散のこと、「たまみかかされはきれゐにならす、はもこれにひとし、かならすみかくにはしかすと、こをしさんもそをいいなんしたよ」,Ｗ,7,江戸,16-A00-6010-7-1,東京大学総合図書館-A00-6010-7-1,文久２？,,,
文久2?年,18620199099,田川屋引札,木版,１枚,15.5×24.5,Ｗ,7,江戸,16-A00-6010-7-2,東京大学総合図書館-A00-6010-7-2,文久２？,,,
文久1?年,18610199099,世の中ある物づくし,木版,１枚,13.5×21.5,Ｙ,6,江戸,16-A00-6010-7-3,東京大学総合図書館-A00-6010-7-3,文久１？,,,
慶応1年1月,18650001099,丑年種痘日（うゑび）,木版,１枚,15.5×24.0　「右は朝４ツ半時限り、根岸大塚石稲荷大野出張所」、「浅草のうゑびはいつも卯と酉よ、根きしはすべて子の日午の日」月毎に種痘日の日程の表あり,Ｗ,3,江戸,16-A00-6010-7-4,東京大学総合図書館-A00-6010-7-4,慶応１,,1,
文久3?年,18630199099,しんぱんわらひのたね,木版,１枚,13.5×21.5　吉原言葉形式、「もふおかへりかへ、こせうらくのおとも」とあるので文久３年と推定,,6,江戸,16-A00-6010-7-5,東京大学総合図書館-A00-6010-7-5,文久３？,,,
文久2?年,18620199099,家伝芝金丸効能,木版,１枚,15.5×23.0　紀州新宮坪井玄益製、江戸海賊橋通南茅場町坪井出張、きふさぎ・むねつかえ等,Ｗ,3,江戸・紀伊,16-A00-6010-7-6,東京大学総合図書館-A00-6010-7-6,文久２？,,,
文久2?年,18620199099,〔芝神明前三嶋町西側中程もつかう屋十□兵衛本はかねきり火打所引札〕,木版,１枚,14.2×24.0　「御あつらへ物御のぞみ次第仕候」、「寛政１０年３月朔日より直段相改申候」,Ｗ,7,江戸,16-A00-6010-7-7,東京大学総合図書館-A00-6010-7-7,文久２？,,,
文久2?年,18620199099,松のみとり引札,木版,１枚,15.5×24.5　江戸元祖かねはげぬ薬、本家調合所南茅場町大和屋源兵衛,Ｗ,7,江戸,16-A00-6010-7-8,東京大学総合図書館-A00-6010-7-8,文久２？,,,
文久2?年,18620199099,薬油さくらか引札,木版,１枚,14.0×19.5　東都上野車坂町堺屋山城掾源吉春、「水かみ御望の御方には誠に古今天下無双の御くすりあぶらなり」,Ｗ,7,江戸,16-A00-6010-7-9,東京大学総合図書館-A00-6010-7-9,文久２？,,,
文久2?年,18620199099,〔市ヶ谷御門外大黒屋大和大掾菓子引札〕,木版,１枚,16.0×40.5　「２月明日より」とあり、甘納豆、野田の玉川、春の雪、浪の花せんべい、ひよくらくがん、翁椿、冬至梅、かかきんひ、京鶯、木曽あんもち、二色きんとん、よし原すすめ、延命包、東よふかん、即席御しる粉、値段附あり,Ｗ,7,江戸,16-A00-6010-7-10,東京大学総合図書館-A00-6010-7-10,文久２？,,,
文久2?年,18620199099,達磨延寿丸引札,木版,１枚,15.5×22.2　痢病の妙薬、元祖信州伊那郡北殿駅玉寿堂謹製、取次所飯田番匠町岐阜屋作左衛門,Ｗ,3,信濃,16-A00-6010-7-11,東京大学総合図書館-A00-6010-7-11,文久２？,,,
文久2?年,18620199099,神仙一角丸・回生真訣折衝飲引札,木版,１枚,16.0×25.0　調合所上総国東金町大野伝兵衛、出店江戸日本橋通１丁目大野伝兵衛,Ｗ,3,江戸・上総,16-A00-6010-7-12,東京大学総合図書館-A00-6010-7-12,文久２？,,,
文久2?年,18620199099,新工夫元祖日下開山入歯師太田宗伯引札,木版,１枚,15.5×24.0　市ヶ谷八幡前御堀端、「此度麹町平川天神社内より転宅仕候」とあり、入目もするとあり、入歯材料の種類列挙あり,Ｗ,3,江戸,16-A00-6010-7-13,東京大学総合図書館-A00-6010-7-13,文久２？,,,
文久2?年,18620199099,水月樓永代掛額案内,木版,１枚,14.5×20.5　「角力句合春夏二句合四句」、東の方梅庵評（附花の家一花評）、西の方茗荷庵評（附荷葉庵蓮賀評、花３２孔、三ノ７２孔、五ノ１２４孔、後見麓連、企花柳,,10,江戸,16-A00-6010-7-14,東京大学総合図書館-A00-6010-7-14,文久２？,,,
文久2?年,18620199099,〔本郷２丁目坂上長兵衛酒類大安売引札〕,木版,１枚,16.0×24.0　初霜しろさけ（１升５２４文）、古酒みなもと諸白（５００文）、隅田川諸白（４７２文）、砂こし（４５０文）、末広（２朱）,Ｗ,7,江戸,16-A00-6010-7-15,東京大学総合図書館-A00-6010-7-15,文久２？,,,
文久2?年,18620199099,寒製富士あられ白酒引札,木版,１枚,15.0×21.0　四ッ谷塩町２丁目大木戸前内田屋小兵衛、「２月」とあり,Ｗ,7,江戸,16-A00-6010-7-16,東京大学総合図書館-A00-6010-7-16,文久２？,,,
文久2?年,18620199099,三保丸効能,木版,１枚,15.0×20.5　京都啓養堂出店江戸本町４丁目菱屋新太郎、「小児老若男女諸の急病を救う良薬」云々とあり,Ｗ,3,江戸・京都,16-A00-6010-7-17,東京大学総合図書館-A00-6010-7-17,文久２？,,,
文久2?年,18620199099,薬はみがき梅見散引札,木版,１枚,14.5×22.5　「やつこぶし・茶ぶし・梅見さん御はみがき・新作つぢうらいり」とあり、芝神明前浅野定右衛門、宣伝のため「生人形」御覧に入れるとあり,Ｗ,7,江戸,16-A00-6010-7-18,東京大学総合図書館-A00-6010-7-18,文久２？,,,
文久2年,18620099099,流行はしかねやのむつごとわらいのたね,木版,１枚,15.0×23.5,,3,江戸,16-A00-6010-7-19,東京大学総合図書館-A00-6010-7-19,文久２,,,
文久2年,18620099099,流行はしかのなぞなぞ,木版,１枚,14.2×22.5,,3,江戸,16-A00-6010-7-20,東京大学総合図書館-A00-6010-7-20,文久２,,,
文久2年,18620099099,流行はしかやくはらひ下,木版,１枚,14.0×23.2,,3,江戸,16-A00-6010-7-21,東京大学総合図書館-A00-6010-7-21,文久２,,,
文久2年,18620099099,〔鎖文字〕,木版,１枚,15.0×23.0　右上は「病国募諸国騒自国愁隣国悩」、中上は「麻家流国家為民家慎清家咒」とあり,,3,江戸,16-A00-6010-7-22,東京大学総合図書館-A00-6010-7-22,文久２,,,
文久2年,18620099099,流行はしか国づくし下,木版,１枚,15.0×23.0,,3,江戸,16-A00-6010-7-23,東京大学総合図書館-A00-6010-7-23,文久２,,,
文久2年,18620099099,〔江戸四里四方はしか病人書付摺物〕,木版,１枚,15.5×24.0,,3,江戸,16-A00-6010-7-24,東京大学総合図書館-A00-6010-7-24,文久２,,,
文久1年8月,18610008099,ないものづくし上下,木版,２枚,"15.5×24.0,15.5×24.5　「わんわんころりはとめどがない、犬ではおいしやがもうからない」とあり、犬の「コロリ」流行は文久元年８月故、この月とする",,6,江戸,16-A00-6010-7-25,東京大学総合図書館-A00-6010-7-25,文久１,,8,
文久2?年,18620199099,〔元飯田町薪河岸鹿島源七郎酒類引札〕,木版,１枚,15.0×24.5　越後三島郡片貝佐藤氏製、粟守酒の他に加増升（４８０文）、白鹿（３００文）、百歳（３３２文）、男山（３８０文）、高砂（３４８文）、いろ盛（４４８文）、歓楽（４２４文）、むつましく（４００文）、砂こし麦酒（５００文）等の銘柄名あり,Ｗ,7,江戸・越後,16-A00-6010-7-26,東京大学総合図書館-A00-6010-7-26,文久２？,,,
文久2?年,18620199099,本家御薬粟守酒引札,木版,１枚,14.5×24.0　東都一家取次所元飯田町薪河岸鹿島源七郎、越後三島郡片貝佐藤氏製,Ｗ,7,江戸・越後,16-A00-6010-7-27,東京大学総合図書館-A00-6010-7-27,文久２？,,,
文久2?年,18620199099,ふうどく・ふうしつ・かくしつふう・つうふう薬引札,木版,１枚,14.5×23.0　麹町８丁目大和屋半右衛門,Ｗ,3,江戸,16-A00-6010-7-28,東京大学総合図書館-A00-6010-7-28,文久２？,,,
文久2?年,18620199099,回生真訣折衝飲引札,木版,１枚,14.5×24.5　調合所上総国東金町一角丸店大野伝兵衛、出店江戸日本橋通１丁目,Ｗ,3,江戸・上総,16-A00-6010-7-29,東京大学総合図書館-A00-6010-7-29,文久２？,,,
文久2?年,18620199099,てんぷら御茶漬引札,木版,１枚,15.2×20.5　元飯田町南横丁西むら、６月明日よりとあり、１人前１４０文、なお「どぜうなべ」１人前１００文よりとあり,Ｗ,7,江戸,16-A00-6010-7-30,東京大学総合図書館-A00-6010-7-30,文久２？,,,
文久2?年,18620199099,牛胆丸・反本丸引札,木版,１枚,15.0×23.5　売弘所江都麹町三軒家伊勢屋彦兵衛、牛胆丸は彦根翫酔館製、反本丸は彦根西村一貫斎製、尚施薬の引札（11.0×8.2）添附あり,Ｗ,3,近江・江戸,16-A00-6010-7-31,東京大学総合図書館-A00-6010-7-31,文久２？,,,
文久3年11月1日,18630011001,〔元飯田町まき川岸鹿島源七郎酒醤油引札〕,木版,１枚,15.0×20.5　亥１１月朔日売出しとあり、加増升（かぞうます）（５００文）、歓楽（４７２文）、男山（４４８文）、むつましく（４００文）、高砂（３４８文）、百歳など酒の銘柄あり,Ｗ,7,江戸,16-A00-6010-7-32,東京大学総合図書館-A00-6010-7-32,文久３,,11,1
文久2?年,18620199099,本家御薬粟守酒引札,木版,１枚,16.0×8.5　越後三島郡片貝佐藤氏製、東都一家取次所元飯田町薪河岸鹿島源七郎,Ｗ,7,江戸・越後,16-A00-6010-7-33,東京大学総合図書館-A00-6010-7-33,文久２？,,,
文久3年1月,18630001099,文久癸亥月課文題,木版,１枚,14.5×19.5　江東居（川口カク（羽の下に高））、３月に「書米利幹戦記後」、５月に「君子戦必勝論」「散兵銃銘」、６月に「読高山蒲生二子伝」、１０月に「孫子非孫武之書弁」などあり,,10,江戸,16-A00-6010-7-34,東京大学総合図書館-A00-6010-7-34,文久３,,1,
文久2?年,18620199099,三国無双一子相伝御目洗薬引札,木版,１枚,15.0×24.0　本家調合所京都麩屋町通仏光寺下ル町井上春耕軒、（取次所）信州飯田本町１丁目嶋田屋久四郎,Ｗ,3,京都・信濃,16-A00-6010-7-35,東京大学総合図書館-A00-6010-7-35,文久２？,,,
文久2?年,18620199099,無二膏引札,木版,１枚,15.0×25.0　京都車屋町通二条下町東側自北第一軒目雨森良意、瘡腫薬,Ｗ,3,京都,16-A00-6010-7-36,東京大学総合図書館-A00-6010-7-36,文久２？,,,
文久2?年,18620199099,御用四季御蒸菓子司松月庵引札,木版,１枚,15.0×25.0　飯田御堀端和泉屋庄三郎、菓子の品名列挙あり,Ｗ,7,江戸,16-A00-6010-7-37,東京大学総合図書館-A00-6010-7-37,文久２？,,,
文久2?年,18620199099,乳の療治ほどこし案内,木版,１枚,16.0×24.5　活物窮理外科日本橋新右衛門町新場橋通り田村宗仙、乳岩、乳癰、乳癧、妬乳、乳疳、乳泣、乳絶など病名あり,Ｗ,3,江戸,16-A00-6010-7-38,東京大学総合図書館-A00-6010-7-38,文久２？,,,
文久2?年,18620199099,真珠妙応丸引札,木版,１枚,16.0×24.5　さうどくねきりくすり、泉州佐野水野氏、元売弘所日本橋通１丁目金物店朝日屋要助、鉄炮洲本湊町雪踏店松木屋勘兵衛、高砂町横町金物店河内屋安兵衛、神奈川宿追分酒店松木屋伊八,Ｗ,3,和泉・江戸,16-A00-6010-7-39,東京大学総合図書館-A00-6010-7-39,文久２？,,,
文久3年1月,18630001099,種痘日附,木版,１枚,15.0×20.5　下谷和泉橋通藤堂和泉守西門より北へ２ツ目横町角西洋医学所,Ｗ,3,江戸,16-A00-6010-7-40,東京大学総合図書館-A00-6010-7-40,文久３,,1,
文久2?年,18620199099,商人一枚起請文曰,木版,１枚,15.0×24.0　正月２日現金在判とあり、商人の心得を記したもの,,7,江戸,16-A00-6010-7-41,東京大学総合図書館-A00-6010-7-41,文久２？,,,
文久2?年,18620199099,〔長崎会所定〕,木版,１枚,15.0×21.2　東都鉄炮洲船松町２丁目長崎会所、朝５ツ時～夕７ツ時、休日、毎月一六の日、五節句前日当日、７月１３日～１６日、１２月２０日～正月１２日,,7,江戸・肥前,16-A00-6010-7-42,東京大学総合図書館-A00-6010-7-42,文久２？,,,
弘化1年,18440099099,神社祭礼仏閣法会浪華参詣大数望,木版,１枚,15.0×24.0　書林兼草紙屋大坂心才橋ばくろふ町塩屋喜兵衛板、天保１５甲辰年新版,Ｃ,9,大阪,16-A00-6010-7-43,東京大学総合図書館-A00-6010-7-43,弘化１,,,
嘉永期?,18530399099,三都流行諸軍談講釈読物評定見台,木版,１枚,16.5×24.0　東は「神武正統記」、「楠公三代記」、西は「神功三韓征」、「源平盛衰記」,Ｃ,10,大阪？,16-A00-6010-7-44,東京大学総合図書館-A00-6010-7-44,嘉永期？,,,
弘化期?,18470399099,浮世つりあはぬもの角力,木版,１枚,16.0×24.0　書林兼草紙屋大坂心才ばし通ばくらう町北へ入塩屋喜兵衛板,Ｃ,15,大阪,16-A00-6010-7-45,東京大学総合図書館-A00-6010-7-45,弘化期？,,,
天保11年,18400099099,浪花市中はんじやう家玉づくし,木版,１枚,15.5×24.5,,7,大阪,16-A00-6010-7-46,東京大学総合図書館-A00-6010-7-46,天保１１,,,
文久2?年,18620199099,万国地名競亜細亜洲之分,木版,１枚,15.0×24.0　平野町通淀橋西石和板,,15,大阪,16-A00-6010-7-47,東京大学総合図書館-A00-6010-7-47,文久２？,,,
文久2?年,18620199099,日本一流元祖御入歯細工司引札,木版,１枚,16.0×27.5　信州飯田箕瀬町尾張屋清五郎、源之丞隠居忰清五郎に譲る云々とあり、また「入眼」「入鼻」とあり、男惣歯１５匁より（１枚に付１匁６分）,Ｗ,3,信濃,16-A00-6010-7-48,東京大学総合図書館-A00-6010-7-48,文久２？,,,
文久2?年,18620199099,御免蘭方ホルトス引札,木版,１枚,17.5×24.5　大阪本店堺筋通長堀橋１丁南大橋喜兵衛、売弘所信州飯田番匠町近江屋五郎兵衛、たん、りういん、しゃく気の薬、なお、値段一覧書付（17.5×5.0）あり,Ｗ,3,大阪・信濃,16-A00-6010-7-49,東京大学総合図書館-A00-6010-7-49,文久２？,,,
文久2年3月25日,18620003025,本草会案内,木版,１枚,15.5×31.5　辛酉冬日嘗百社中の案内、３月２５日尾陽名古屋袋町筋伊勢町東江入南側旭園に於て開催、圭介東行中なるも開催する云々、旭園は圭介の宅,Ｗ,3,尾張,16-A00-6010-7-50,東京大学総合図書館-A00-6010-7-50,文久２,,3,25
万延1年閏3月8日,18600003508,〔名古屋本町３丁目さわや武兵衛太物類しま類大安売引札〕,木版,１枚,16.0×25.0　庚閏月８日よりとあり,Ｗ,7,尾張,16-A00-6010-7-51,東京大学総合図書館-A00-6010-7-51,万延１,閏,閏３,8
文久2?年,18620199099,赤万能即治膏引札,木版,１枚,15.0×22.5　本家勢州四日市赤堀鈴木勘三郎製、腫物一切、取次所江戸室町１丁目遠州屋円蔵、名古屋本町７丁目永楽屋東四郎、大坂心斎橋南１丁目敦賀屋九兵衛、若山新通４丁目福島屋安兵衛、岡山西大寺町久見屋三郎兵衛、下関東南部町米屋半三郎,Ｗ,3,伊勢,16-A00-6010-7-52,東京大学総合図書館-A00-6010-7-52,文久２？,,,
慶応2年1月,18660001099,慶応二年丙寅暦,木版,１枚,15.5×22.0　慶応元年刊、開成所蔵版柳河暾撰、和暦西暦対照のもの,θ,4,江戸,16-A00-6010-7-53,東京大学総合図書館-A00-6010-7-53,慶応２,,1,
文久2?年,18620199099,〔鎌倉川岸としまや居酒食物引札〕,木版,１枚,14.0×21.5　松の雪（１丁代１１６文、折詰代１００文より）、そば切、うんどん切、七色とうふ、此外魚類青物るい御重詰折詰御好次第,Ｗ,7,江戸,16-A00-6010-7-54,東京大学総合図書館-A00-6010-7-54,文久２？,,,
文久2?年,18620199099,列候勇臣録,木版,１枚,16.0×24.5　諸候大陪臣名覧、供連１万石、御称号倍臣、御目見倍臣などあり,Ｅ,6,江戸,16-A00-6010-7-55,東京大学総合図書館-A00-6010-7-55,文久２？,,,
文久1年10月,18610010099,〔幕府一枚武鑑〕,木版,１枚,16.0×25.0,Ｅ,6,江戸,16-A00-6010-7-56,東京大学総合図書館-A00-6010-7-56,文久１,,10,
文久2年7月,18620007099,〔幕府一枚武鑑〕,木版,１枚,16.5×25.0,Ｅ,6,江戸,16-A00-6010-7-57,東京大学総合図書館-A00-6010-7-57,文久２,,7,
